Recipients,Year,Award Type,State,Field,WikiLink,Born,Birth Date,Place of Birth,Died,Death Date,Place of Death,Nationality,Spouse,Alma mater,Institutions,Other Awards including Padma,Awarded By,Occupation,Election Year,Posthumus
Usha Kiran Khan,2015,PadmaShri,Bihar,Literature & Education,https://en.wikipedia.org/wiki/Usha_Kiran_Khan,,n/a,n/a,,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
Rajesh Kotecha,2015,PadmaShri,Rajasthan,Medicine,https://en.wikipedia.org/wiki/Rajesh_Kotecha,,n/a,n/a,,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
Alka Kriplani,2015,PadmaShri,Delhi,Medicine,https://en.wikipedia.org/wiki/Alka_Kriplani,"Raipur,Chhattisgarh, India",n/a,n/a,,n/a,n/a,,,,,"Padma Shri
Dr. B. C. Roy Award
Rashtriya Gaurav Award
DMA Medical Teacher’s Award
C. L. Jhaveri Award
K. P. Tamaskar Award
Dr. Neera Agarwal Gold Medal
Jagadishwari Mishra Award
Bayer Schering APCOC Award
Dr. Nimish Shelat Research Prize
DGF Women of the Year Award
IMAAMS Distinguished Service Award",Pranab Mukherjee,Gynecologist,No,No
Harsh Kumar,2015,PadmaShri,Delhi,Medicine,https://en.wikipedia.org/wiki/Harsh_Kumar,India,n/a,n/a,,n/a,n/a,,,,,"Padma Shri
A. C. Aggarwal Trophy
Bodh Raj Sabharwal Medal",Pranab Mukherjee,Ophthalmologist,No,No
Narayana Purushothama Mallaya,2015,PadmaShri,Kerala,Literature & Education,https://en.wikipedia.org/wiki/Narayana_Purushothama_Mallaya,"7 May 1929
Mattancherry,Kochi,Kerala, India",7 May 1929,"Mattancherry,Kochi,Kerala, India",,n/a,n/a,,,,,"Padma Shri
Sahitya Academy Award
Konkani Pitamaha",Pranab Mukherjee,"Writer, literary activist",No,No
Lambert Mascarenhas,2015,PadmaShri,Goa,Literature & Education,https://en.wikipedia.org/wiki/Lambert_Mascarenhas,"(1914-09-17)17 September 1914
Colva,Portuguese India",(1914-09-17)17 September 1914,"Colva,Portuguese India","27 June 2021(2021-06-27)(aged 106)
Dona Paula,Goa,India",27 June 2021(2021-06-27)(aged 106),"Dona Paula,Goa,India",,,,,,Pranab Mukherjee,Writerjournalistindependence activist,No,No
Janak Palta McGilligan,2015,PadmaShri,Madhya Pradesh,Social Work,https://en.wikipedia.org/wiki/Janak_Palta_McGilligan,"16 February 1948
Jalandhar, Punjab, India",16 February 1948,"Jalandhar, Punjab, India",,n/a,n/a,,James McGilligan,,,"Padam Shri,  Rajmata Vijyaraje Sindhyia Social Service
Manav Seva Award
Sadbhavana Samman
Paryavaran Mitra Puraskar",Pranab Mukherjee,Social worker,No,No
Meetha Lal Mehta[v]#,2015,PadmaShri,Rajasthan,Social Work,https://en.wikipedia.org/wiki/Meetha_Lal_Mehta,"(1938-12-25)25 December 1938
Bhadsora, Rajasthan",(1938-12-25)25 December 1938,"Bhadsora, Rajasthan",7 December 2014(2014-12-07)(aged 75),7 December 2014(2014-12-07)(aged 75),n/a,,,,,"Padma Shri
Indira Gandhi Priyadarshni Vriksha Mitra Award
Acharya Jai Mal Gyan Award
Mewar Gaurav Award
Chanakya Award",Pranab Mukherjee,"Social worker, civil servant",No,Yes
Taarak Mehta,2015,PadmaShri,Gujarat,Literature & Education,https://en.wikipedia.org/wiki/Taarak_Mehta,"(1929-12-26)26 December 1929
Ahmedabad,Bombay presidency,British India",(1929-12-26)26 December 1929,"Ahmedabad,Bombay presidency,British India","1 March 2017(2017-03-01)(aged 87)[1]
Ahmedabad,Gujarat,India",1 March 2017(2017-03-01)(aged 87)[1],"Ahmedabad,Gujarat,India",,"Ila (died 2006), Indu (died 2019)",,,,Pranab Mukherjee,"Columnist, humorist, writer",No,No
Veerendra Raj Mehta,2015,PadmaShri,Delhi,Social Work,https://en.wikipedia.org/wiki/Veerendra_Raj_Mehta,"Jodhpur, India",n/a,n/a,,n/a,n/a,,Vimla Mehta,,,Padma Shri,Pranab Mukherjee,Social worker,No,No
Tripti Mukherjee,2015,PadmaShri,– [D],Arts,https://en.wikipedia.org/wiki/Tripti_Mukherjee,,n/a,n/a,,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
Neil Nongkynrih,2015,PadmaShri,Meghalaya,Arts,https://en.wikipedia.org/wiki/Neil_Nongkynrih,"(1970-07-09)9 July 1970(age 51)
Shillong,Meghalaya,India",(1970-07-09)9 July 1970(age 51),"Shillong,Meghalaya,India",,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
Dattatreyudu Nori,2015,PadmaShri,– [D],Medicine,https://en.wikipedia.org/wiki/Dattatreyudu_Nori,"1947
Mantada,Madras State(now inAndhra Pradesh),India",1947,"Mantada,Madras State(now inAndhra Pradesh),India",,n/a,n/a,,,,Memorial Sloan Kettering Cancer Center,,Pranab Mukherjee,,No,No
Chewang Norphel,2015,PadmaShri,Jammu & Kashmir,Others,https://en.wikipedia.org/wiki/Chewang_Norphel,1935,1935,n/a,,n/a,n/a,,,,,Padma Shri(2015),Pranab Mukherjee,Engineer,No,No
T.V. Mohandas Pai,2015,PadmaShri,Karnataka,Trade & Industry,https://en.wikipedia.org/wiki/T.V._Mohandas_Pai,Bengaluru,n/a,n/a,,n/a,n/a,India,,,,,Pranab Mukherjee,Chartered Accountant,No,No
Tejas Patel,2015,PadmaShri,Gujarat,Medicine,https://en.wikipedia.org/wiki/Tejas_Patel,"Ahmedabad,Gujarat, India",n/a,n/a,,n/a,n/a,,Sonali Patel,,,"Padma Shri
Dr. B. C. Roy Award
Dr. K. Sharan Cardiology Excellence Award",Pranab Mukherjee,Interventional cardiologist,No,No
Jadav Payeng,2015,PadmaShri,Assam,Others,https://en.wikipedia.org/wiki/Jadav_Payeng,"Jadav Payeng
1963 (age 57–58)
Jorhat,Assam, India",1963 (age 57–58),n/a,,n/a,n/a,,Binita Payeng,,,Padma Shri(2015),Pranab Mukherjee,Forester,No,No
Raghu Ram Pillarisetti,2015,PadmaShri,– [D],Medicine,https://en.wikipedia.org/wiki/Raghu_Ram_Pillarisetti,"(1966-09-22)22 September 1966(age 55)
Guntur,Andhra Pradesh, India",(1966-09-22)22 September 1966(age 55),"Guntur,Andhra Pradesh, India",,n/a,n/a,,,,,"2021 - Officer of the Most Excellent Order of the British Empire (OBE)[4][5][6]

2021 - Honorary Fellowship, The Association of Surgeons of Great Britain & Ireland[7][8][9][10]

2020 - President, The Association of Surgeons of India[11][12][13][14]

2020 - Honorary Fellowship, The College of Surgeons of Sri Lanka[15][16]

2020 -Honorary Fellowship, Chinese College of Surgeons[17]

2019 – Honorary Fellowship, The Royal College of Surgeons of Thailand[18]

2018 - Col. Pandalai Orator, The Association of Surgeons of India[19][20]

2016 -Dr B C Roy award[21]

2015 -Padma Shri[22]

2015 - Edward Kennedy Memorial award[23]

2013 - RSCEdOverseas Gold Medal[24]

2011 - Vishal Bharat Ugadi Puraskar[25][26]

2010 - Visishta Ugadi Puraskar[27]

2009 - Rotary Vocational excellence Award[28]
",Pranab Mukherjee,"Founder, Ushalakshmi Breast Cancer Foundation[1]& Director, KIMS-Ushalakshmi Centre for Breast Diseases[2]",No,No
Bimla Poddar,2015,PadmaShri,Uttar Pradesh,Social Work,https://en.wikipedia.org/wiki/Bimla_Poddar,"Varanasi,Uttar Pradesh, India",n/a,n/a,,n/a,n/a,,Bimal Kumar Poddar,,,Padma Shri,Pranab Mukherjee,"Social worker, philanthropist",No,No
N. Prabhakar,2015,PadmaShri,Delhi,Science & Engineering,https://en.wikipedia.org/wiki/N._Prabhakar,"18-Apr-1954
Tamil Nadu, India",18-Apr-1954,"Tamil Nadu, India",15-Aug-2015,15-Aug-2015,n/a,,,,,"Padma Shri
DRDOScientist of the year Award
DRDOPath Breaking Technology Award
DRDOPerformance Excellence Award
Astronautical Society of India Award",Pranab Mukherjee,Missile scientist,No,No
Prahlada,2015,PadmaShri,Maharashtra,Science & Engineering,https://en.wikipedia.org/wiki/Prahlada_(scientist),"5 February 1947
Bangalore,Madras Presidency,British India(modern-dayKarnataka,India)",5 February 1947,"Bangalore,Madras Presidency,British India(modern-dayKarnataka,India)",,n/a,n/a,,,,,"Padma Shri
National Aeronautical Prize
Sivananda Eminent Citizen Award
DRDOAward
Eminent Engineers Award
HMA Life Time Achievement Award",Pranab Mukherjee,Missile scientist,No,No
Narendra Prasad,2015,PadmaShri,Bihar,Medicine,https://en.wikipedia.org/wiki/Narendra_Prasad_(surgeon),,n/a,n/a,,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
Ram Bahadur Rai,2015,PadmaShri,Delhi,Literature & Education,https://en.wikipedia.org/wiki/Ram_Bahadur_Rai,"1 July 1946
Sonari,Ghazipur,Uttar Pradesh",1 July 1946,"Sonari,Ghazipur,Uttar Pradesh",,n/a,n/a,,,,,,Pranab Mukherjee,"Journalist,editor",No,No
Mithali Raj,2015,PadmaShri,Telangana,Sports,https://en.wikipedia.org/wiki/Mithali_Raj,"(1982-12-03)3 December 1982(age 38)[1]
Jodhpur,Rajasthan,India",(1982-12-03)3 December 1982(age 38)[1],"Jodhpur,Rajasthan,India",,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
Amrta Suryananda Maha Raja,2015,PadmaShri,– [M],Others,https://en.wikipedia.org/wiki/Amrta_Suryananda_Maha_Raja,"1952
Portugal[1]",1952,Portugal[1],,n/a,n/a,,,,,Padma Shri,Pranab Mukherjee,Yogaguru,No,No
P. V. Rajaraman,2015,PadmaShri,Tamil Nadu,Civil Service,https://en.wikipedia.org/wiki/P._V._Rajaraman,"P. Venkatachalam Rajaraman
(1944-02-02)2 February 1944(age 77)
Tamil Nadu, India",(1944-02-02)2 February 1944(age 77),n/a,,n/a,n/a,,Vasudha,,,Padma Shri,Pranab Mukherjee,Civil servant,No,No
J. S. Rajput,2015,PadmaShri,Uttar Pradesh,Literature & Education,https://en.wikipedia.org/wiki/J._S._Rajput,India,n/a,n/a,,n/a,n/a,,,,,"Padma Shri
UNESCOJan Amos ComeniusMedal
Maharshi Veda Vyas Award",Pranab Mukherjee,"Educationist
Writer",No,No
Kota Srinivasa Rao,2015,PadmaShri,Andhra Pradesh,Arts,https://en.wikipedia.org/wiki/Kota_Srinivasa_Rao,"(1945-07-10)10 July 1945(age 76)
Kankipadu,Madras Presidency,British India(nowAndhra Pradesh,India)",(1945-07-10)10 July 1945(age 76),"Kankipadu,Madras Presidency,British India(nowAndhra Pradesh,India)",,n/a,n/a,,,,,Padma Shri(2015),Pranab Mukherjee,Actorpolitician,No,No
Saumitra Rawat,2015,PadmaShri,– [F],Medicine,https://en.wikipedia.org/wiki/Saumitra_Rawat,"(1965-09-23)23 September 1965(age 56)
Jhansi,Uttar Pradesh,India",(1965-09-23)23 September 1965(age 56),"Jhansi,Uttar Pradesh,India",,n/a,n/a,,,,,"Padma Shri
BundelkhandGaurav Samman
Delhi Medical Association Academic Excellence Award",Pranab Mukherjee,Surgicalgastroenterologist,No,No
H. Thegtse Rinpoche,2015,PadmaShri,Arunachal Pradesh,Others,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Pranab Mukherjee,URL not available,No,No
Bimal Kumar Roy,2015,PadmaShri,West Bengal,Literature & Education,https://en.wikipedia.org/wiki/Bimal_Kumar_Roy,,n/a,n/a,,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
Annette Schmiedchen,2015,PadmaShri,– [C],Literature & Education,https://en.wikipedia.org/wiki/Annette_Schmiedchen,"1966
Germany",1966,Germany,,n/a,n/a,,,,,Padma Shri,Pranab Mukherjee,Indologist,No,No
Shekhar Sen,2015,PadmaShri,Maharashtra,Arts,https://en.wikipedia.org/wiki/Shekhar_Sen,"(1961-02-16)16 February 1961(age 60)
Raipur, Madhya Pradesh nowChhattisgarh, India",(1961-02-16)16 February 1961(age 60),"Raipur, Madhya Pradesh nowChhattisgarh, India",,n/a,n/a,,Shweta Sen,,,Padma Shri(2015),Pranab Mukherjee,Chairman ofSangeet Natak Akademi(2015–present),No,No
Gunvant Shah,2015,PadmaShri,Gujarat,Literature & Education,https://en.wikipedia.org/wiki/Gunvant_Shah,"(1937-03-12)12 March 1937(age 84)
Rander,Surat, Gujarat, India",(1937-03-12)12 March 1937(age 84),"Rander,Surat, Gujarat, India",,n/a,n/a,Indian,Avantika Shah,,,Ranjitram Suvarna Chandrak(1997)Padma Shri(2015),Pranab Mukherjee,Writeressayistprofessor,No,No
Brahmdev Sharma,2015,PadmaShri,Delhi,Literature & Education,https://en.wikipedia.org/wiki/Brahmdev_Sharma,"Aligarh,India",n/a,n/a,,n/a,n/a,,,,,Padma shri,Pranab Mukherjee,Educationist,No,No
Manu Sharma,2015,PadmaShri,Uttar Pradesh,Literature & Education,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Pranab Mukherjee,URL not available,No,No
Pran Kumar Sharma[vi]#,2015,PadmaShri,Delhi,Arts,https://en.wikipedia.org/wiki/Pran_Kumar_Sharma,"(1938-08-15)15 August 1938
Kasur,British India(nowPakistan)",(1938-08-15)15 August 1938,"Kasur,British India(nowPakistan)","5 August 2014(2014-08-05)(aged 75)
Gurgaon, India",5 August 2014(2014-08-05)(aged 75),"Gurgaon, India",,,,,Padma Shri2015,Pranab Mukherjee,Cartoonist,No,Yes
Yog Raj Sharma,2015,PadmaShri,Delhi,Medicine,https://en.wikipedia.org/wiki/Yog_Raj_Sharma,"Jammu,Jammu and Kashmir, India",n/a,n/a,,n/a,n/a,,,,,"Padma Shri
AAOAcademic Achievement Award
AAOFront Row Surgical Video Award",Pranab Mukherjee,Ophthalmologist,No,No
Vasant Shastri,2015,PadmaShri,Karnataka,Science & Engineering,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Pranab Mukherjee,URL not available,No,No
S. K. Shivkumar,2015,PadmaShri,Karnataka,Science & Engineering,https://en.wikipedia.org/wiki/S._K._Shivkumar,"1953(1953)
Mysore,Mysore State, India",1953(1953),"Mysore,Mysore State, India","13 April 2019 (aged 66)
Bangalore, Karnataka, India",13 April 2019 (aged 66),"Bangalore, Karnataka, India",Indian,,,"Former director,ISAC
Former director,ISTRAC","Padma Shri(2015)
Karnataka Rajyotsavaaward (2008)",Pranab Mukherjee,,No,No
P. V. Sindhu,2015,PadmaShri,Telangana,Sports,https://en.wikipedia.org/wiki/P._V._Sindhu,"(1995-07-05)5 July 1995(age 26)[1]
Hyderabad,Andhra Pradesh, India
(now inTelangana), India[2]",(1995-07-05)5 July 1995(age 26)[1],"Hyderabad,Andhra Pradesh, India
(now inTelangana), India[2]",,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
Sardara Singh,2015,PadmaShri,Haryana,Sports,https://en.wikipedia.org/wiki/Sardara_Singh,"(1986-07-15)15 July 1986(age 35)
Santnagar,Sirsa,Haryana, India",(1986-07-15)15 July 1986(age 35),"Santnagar,Sirsa,Haryana, India",,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
Arunima Sinha,2015,PadmaShri,Uttar Pradesh,Sports,https://en.wikipedia.org/wiki/Arunima_Sinha,"(1989-07-20)20 July 1989(age 32)
Kadipur Sultanpur,Uttar Pradesh, India",(1989-07-20)20 July 1989(age 32),"Kadipur Sultanpur,Uttar Pradesh, India",,n/a,n/a,,Gaurav Singh,,,Padma ShriAward (2015)Tenzing Norgay National Adventure Award(2015)First Lady Award (2016)Malala AwardYash Bharti AwardRani Laxmi Bai Award,Pranab Mukherjee,Motivational SpeakerIndian MountaineerFormer seven TimeVolleyballnational player,No,No
Mahesh Raj Soni,2015,PadmaShri,Rajasthan,Arts,https://en.wikipedia.org/wiki/Mahesh_Raj_Soni,"Pratapgarh,Rajasthan, India",n/a,n/a,25 February 2019,25 February 2019,n/a,,,,,Padma Shri,Pranab Mukherjee,Craftsman,No,No
Nikhil Tandon,2015,PadmaShri,Delhi,Medicine,https://en.wikipedia.org/wiki/Nikhil_Tandon,"28 November 1963
Delhi, India",28 November 1963,"Delhi, India",,n/a,n/a,,,,,"Padma Shri
Dr. B. C. Roy Award",Pranab Mukherjee,Endocrinologist,No,No
Hargovind Laxmishanker Trivedi,2015,PadmaShri,Gujarat,Medicine,https://en.wikipedia.org/wiki/Hargovind_Laxmishanker_Trivedi,"(1932-08-31)31 August 1932
Charadva,Halvad,Gujarat,British India",(1932-08-31)31 August 1932,"Charadva,Halvad,Gujarat,British India","2 October 2019(2019-10-02)(aged 87)
Ahmedabad,Gujarat, India",2 October 2019(2019-10-02)(aged 87),"Ahmedabad,Gujarat, India",,Sunita Trivedi,,,Padma Shri(2015),Pranab Mukherjee,"Nephrologist,immunologist,transplant surgeon,stem cell researcher",No,No
R. Vasudevan[vii]#,2015,PadmaShri,Tamil Nadu,Civil Service,https://en.wikipedia.org/wiki/R._Vasudevan,"(1942-03-27)27 March 1942
Tamil Nadu, India",(1942-03-27)27 March 1942,"Tamil Nadu, India",25 July 2010(2010-07-25)(aged 68),25 July 2010(2010-07-25)(aged 68),n/a,,,,,Padma Shri,Pranab Mukherjee,Civil servant,No,Yes
Mylswamy Annadurai,2016,PadmaShri,Karnataka,Science & Engineering,https://en.wikipedia.org/wiki/Mylswamy_Annadurai,"(1958-07-02)2 July 1958(age 63)
Kothavadi,Coimbatore district,Tamil Nadu, India",(1958-07-02)2 July 1958(age 63),"Kothavadi,Coimbatore district,Tamil Nadu, India",,n/a,n/a,Indian,,,Indian Space Research Organisation(ISRO),,Pranab Mukherjee,,No,No
Malini Awasthi,2016,PadmaShri,Uttar Pradesh,Arts,https://en.wikipedia.org/wiki/Malini_Awasthi,"(1967-02-11)11 February 1967(age 54)
Kannauj,Uttar Pradesh,India",(1967-02-11)11 February 1967(age 54),"Kannauj,Uttar Pradesh,India",,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
Ajaypal Singh Banga,2016,PadmaShri,– [D],Trade & Industry,https://en.wikipedia.org/wiki/Ajaypal_Singh_Banga,"November 10, 1959(1959-11-10)(age61)[1]
Pune,India","November 10, 1959(1959-11-10)(age61)[1]","Pune,India",,n/a,n/a,,,,,,Pranab Mukherjee,"Executive Chairman,Mastercard.",No,No
Dhirendra Nath Bezbaruah,2016,PadmaShri,Assam,Literature & Education,https://en.wikipedia.org/wiki/Dhirendra_Nath_Bezbaruah,"1933
Jorhat,Assam, India",1933,"Jorhat,Assam, India",,n/a,n/a,,Kalpana Bezboruah,,,"Padma Shri
B. D. Goenka Award
Katha Award
Nachiketa Samman",Pranab Mukherjee,"Journalist
Writer",No,No
Madhur Bhandarkar,2016,PadmaShri,Maharashtra,Arts,https://en.wikipedia.org/wiki/Madhur_Bhandarkar,"(1968-08-26)26 August 1968(age 53)
Mumbai,Maharashtra,India",(1968-08-26)26 August 1968(age 53),"Mumbai,Maharashtra,India",,n/a,n/a,,Renu Namboodiri​(m.2003)​,,,,Pranab Mukherjee,"Film critic, Film director",No,No
S. L. Bhyrappa,2016,PadmaShri,Karnataka,Literature & Education,https://en.wikipedia.org/wiki/S._L._Bhyrappa,"Santeshivara Lingannaiah Bhyrappa
(1931-06-20)20 June 1931(age 90)[1]
Santeshivara,Hassan district, Karnataka, India",(1931-06-20)20 June 1931(age 90)[1],n/a,,n/a,n/a,India,,,,"Sahitya Akademi Award
Saraswati Samman
Padma Shri award
Sahitya Akademi Fellowship
National Research Professor",Pranab Mukherjee,"Writer, Novelist, Professor",No,No
Madeleine Herman de Blic,2016,PadmaShri,Puducherry,Social Work,https://en.wikipedia.org/wiki/Madeleine_Herman_de_Blic,"Liège, Belgium",n/a,n/a,,n/a,n/a,,Arnaud De Blic,,,"Padma Shri
Legion of Honour
Order of the Crown (Belgium)
Doctor SchweitzerAward
GoPIndependence Day Award",Pranab Mukherjee,"Social worker
Humanist",No,No
Tulsidas Borkar,2016,PadmaShri,Goa,Arts,https://en.wikipedia.org/wiki/Tulsidas_Borkar,"(1934-11-18)18 November 1934
Bori Village in Goa state, India",(1934-11-18)18 November 1934,"Bori Village in Goa state, India",29 September 2018(2018-09-29)(aged 83),29 September 2018(2018-09-29)(aged 83),n/a,,,,,,Pranab Mukherjee,,No,No
Kameshwar Brahma,2016,PadmaShri,Assam,Literature & Education,https://en.wikipedia.org/wiki/Kameshwar_Brahma,"(1940-09-01)1 September 1940(age 81)
Asam ], India",(1940-09-01)1 September 1940(age 81),"Asam ], India",,n/a,n/a,,,,,Padmashri,Pranab Mukherjee,Writer And Social Activist,No,No
Gopi Chand Mannam,2016,PadmaShri,Telangana,Medicine,https://en.wikipedia.org/wiki/Gopi_Chand_Mannam,"Ongole,AndhraPradesh, India",n/a,n/a,,n/a,n/a,,,,,Padma Shri,Pranab Mukherjee,Cardiothoracic surgeon,No,No
Praveen Chandra,2016,PadmaShri,Delhi,Medicine,https://en.wikipedia.org/wiki/Praveen_Chandra,Gorakhpur,n/a,n/a,,n/a,n/a,,,,,Padma Shri,Pranab Mukherjee,Cardiologist,No,No
Mamta Chandrakar,2016,PadmaShri,Chhattisgarh,Arts,https://en.wikipedia.org/wiki/Mamta_Chandrakar,"(1958-12-03)3 December 1958(age 62)
Durg,Chhattisgarh,India",(1958-12-03)3 December 1958(age 62),"Durg,Chhattisgarh,India",,n/a,n/a,Indian,Prem Chandrakar,,,,Pranab Mukherjee,"Kulpati,Indira Kala Sangeet Vishwavidyalaya, KhairagarhAsst. DirectorAll India RadioAkashvani inRaipur,Playback Singer,Chhattisgarhi Folk Singer",No,No
Dipankar Chatterji,2016,PadmaShri,Karnataka,Science & Engineering,https://en.wikipedia.org/wiki/Dipankar_Chatterji,"(1951-04-21)21 April 1951(age 70)
West Bengal, India",(1951-04-21)21 April 1951(age 70),"West Bengal, India",,n/a,n/a,,,,,"Padma Shri
Shanti Swarup Bhatnagar Award
Millennium Gold Medal
Ranbaxy Research Award
IIScAlumnus Award",Pranab Mukherjee,Molecular biologist,No,No
Priyanka Chopra,2016,PadmaShri,Maharashtra,Arts,https://en.wikipedia.org/wiki/Priyanka_Chopra,"Priyanka Chopra
(1982-07-18)18 July 1982(age 39)
Jamshedpur,Bihar(now inJharkhand),India",(1982-07-18)18 July 1982(age 39),n/a,,n/a,n/a,,Nick Jonas​(m.2018)​,,,Full list,Pranab Mukherjee,Actresssingerfilm producermodel,No,No
Madhu Pandit Dasa,2016,PadmaShri,Karnataka,Social Work,https://en.wikipedia.org/wiki/Madhu_Pandit_Dasa,"Madhusudhan S
Trivandrum,India",n/a,n/a,,n/a,n/a,Indian,Bhakti Latha Devi Dasi,,,,Pranab Mukherjee,,No,No
Ajay Devgan,2016,PadmaShri,Maharashtra,Arts,https://en.wikipedia.org/wiki/Ajay_Devgan,"Vishal Veeru Devgan[1]
02 April 1969(1969-04-02)(age52)
New Delhi,India",Vishal Veeru Devgan[1],"02 April 1969(1969-04-02)(age52)
New Delhi,India",,n/a,n/a,,Kajol​(m.1999)​,,,Full list,Pranab Mukherjee,ActorFilm producerFilm director,No,No
Sushil Doshi,2016,PadmaShri,Madhya Pradesh,Sports,https://en.wikipedia.org/wiki/Sushil_Doshi,"Indore,Madhya Pradesh, India",n/a,n/a,,n/a,n/a,,,,,Padma Shri,Pranab Mukherjee,"Sports commentator
Writer
Engineer",No,No
Ajoy Kumar Dutta,2016,PadmaShri,Assam,Social Work,https://en.wikipedia.org/wiki/Ajoy_Kumar_Dutta,"Assam, India",n/a,n/a,,n/a,n/a,,,,,Padma Shri,Pranab Mukherjee,Social worker,No,No
John Ebnezar,2016,PadmaShri,Karnataka,Medicine,https://en.wikipedia.org/wiki/John_Ebnezar,"Karnataka, India",n/a,n/a,,n/a,n/a,,,,,"Padma Shri
Rajyotsava Prashasti
Dr. B. C. Roy Award",Pranab Mukherjee,Orthopedic surgeon,No,No
Bhikhudan Gadhvi,2016,PadmaShri,Gujarat,Arts,https://en.wikipedia.org/wiki/Bhikhudan_Gadhvi,,n/a,n/a,,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
Daljeet Singh Gambhir,2016,PadmaShri,Uttar Pradesh,Medicine,https://en.wikipedia.org/wiki/Daljeet_Singh_Gambhir,"Delhi, India",n/a,n/a,,n/a,n/a,,,,,"Padma Shri
DMA Life Time Achievement Award
AACIO Distinguished Physician Award
Government of Delhi State Award",Pranab Mukherjee,"Interventional cardiologist
Medical researcher
Medical administrator",No,No
Keki Hormusji Gharda,2016,PadmaShri,Maharashtra,Trade & Industry,https://en.wikipedia.org/wiki/Keki_Hormusji_Gharda,"(1929-09-25)25 September 1929(age 92)
Bombay,Bombay Presidency,British India",(1929-09-25)25 September 1929(age 92),"Bombay,Bombay Presidency,British India",,n/a,n/a,,,,,Padma Shri,Pranab Mukherjee,Chemical Industrialist,No,No
Soma Ghosh,2016,PadmaShri,Uttar Pradesh,Arts,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Pranab Mukherjee,URL not available,No,No
A. G. K. Gokhale,2016,PadmaShri,Andhra Pradesh,Medicine,https://en.wikipedia.org/wiki/A._G._K._Gokhale,"Vijayawada,Andhra Pradesh,India",n/a,n/a,,n/a,n/a,,,,,,Pranab Mukherjee,"Physician,Surgeon",No,No
Laxma Goud,2016,PadmaShri,Telangana,Arts,https://en.wikipedia.org/wiki/Laxma_Goud,"Kalal Laxma Goud
(1940-08-21)21 August 1940(age 81)
Nizampur,Medak,Hyderabad State(nowTelangana,India)",(1940-08-21)21 August 1940(age 81),n/a,,n/a,n/a,Indian,,,,Padma Shri,Pranab Mukherjee,,No,No
Saeed Jaffrey[viii]#,2016,PadmaShri,– [F],Arts,https://en.wikipedia.org/wiki/Saeed_Jaffrey,"(1929-01-08)8 January 1929
Malerkotla,Punjab,British India",(1929-01-08)8 January 1929,"Malerkotla,Punjab,British India","15 November 2015(2015-11-15)(aged 86)
London,England",15 November 2015(2015-11-15)(aged 86),"London,England","British, Indian",Madhur Bahadur​​(m.1958;div.1966)​Jennifer Sorrell​​(m.1980;his death2015)​,,,,Pranab Mukherjee,Actor,No,Yes
M. M. Joshi,2016,PadmaShri,Karnataka,Medicine,https://en.wikipedia.org/wiki/M._M._Joshi_(ophthalmologist),"(1935-05-10)10 May 1935(age 86)
Nimbal,
Indi,
Bijapur District,
Karnataka,
India",(1935-05-10)10 May 1935(age 86),"Nimbal,
Indi,
Bijapur District,
Karnataka,
India",,n/a,n/a,,,,,"Padma Shri
Rajyotsava Prashasti
AIOS Lifetime achievement Award
FIE FoundationNational Award",Pranab Mukherjee,Ophthalmologist,No,No
Damal Kandalai Srinivasan,2016,PadmaShri,Tamil Nadu,Social Work,https://en.wikipedia.org/wiki/Damal_Kandalai_Srinivasan,"(1933-10-07)7 October 1933(age 88)
Kanchipuram,Tamil Nadu, India",(1933-10-07)7 October 1933(age 88),"Kanchipuram,Tamil Nadu, India",,n/a,n/a,,Hema Srinivasan,,,"Padma Shri
Navjeevan Puraskar Award
Samskara Ratna
Dr. K. V. Sarath Babu Memorial Wisdom International Award
Dr. K. V. Thiruvengadam Health Care Award",Pranab Mukherjee,"Social worker
Business person",No,No
