Recipients,Year,Award Type,State,Field,WikiLink,Born,Birth Date,Place of Birth,Died,Death Date,Place of Death,Nationality,Spouse,Alma mater,Institutions,Other Awards including Padma,Awarded By,Occupation,Election Year,Posthumus
M. V. Subbiah,2012,PadmaBushan,Tamil Nadu,Trade & Industry,https://en.wikipedia.org/wiki/M._V._Subbiah,,n/a,n/a,,n/a,n/a,,,,,,Pratibha Patil,,No,No
N. Vittal,2012,PadmaBushan,Kerala,Civil Service,https://en.wikipedia.org/wiki/N._Vittal,,n/a,n/a,,n/a,n/a,,,,,,Pratibha Patil,,No,No
N. H. Wadia,2012,PadmaBushan,Maharashtra,Medicine,https://en.wikipedia.org/wiki/N._H._Wadia,(1925-01-10)10 January 1925,(1925-01-10)10 January 1925,n/a,10 April 2016(2016-04-10)(aged 91),10 April 2016(2016-04-10)(aged 91),n/a,,,,,Padma Bhushan,Pratibha Patil,,No,No
George Yeo,2012,PadmaBushan,—[D],Public Affairs,https://en.wikipedia.org/wiki/George_Yeo,(1954-09-13)13 September 1954(age 67),(1954-09-13)13 September 1954(age 67),n/a,,n/a,n/a,Singaporean,Jennifer Leong Lai Peng (梁利平),"Harvard UniversityChrist's College, Cambridge",,,Pratibha Patil,,No,No
Satya N. Atluri,2013,PadmaBushan,—[B],Science & Engineering,https://en.wikipedia.org/wiki/Satya_N._Atluri,"(1945-10-07)October 7, 1945(age 76)
Gudiwada, Andhra Pradesh, India","(1945-10-07)October 7, 1945(age 76)","Gudiwada, Andhra Pradesh, India",,n/a,n/a,,,,"Texas Tech
Georgia Tech
UCLA
UCI
MIT","AIAA Structural Dynamics Medal (1988)
AIAA Pendray Aerospace Literature Medal (1998)
AIAA Crichlow Trust Prize ($100,000 Global Aerospace Prize) (2015)
Padma Bhushan, President of India (2013)Eringen Medal(1995) Nadai Medal(2012)
Outstanding Achievement Award, U.S. National Academy of Engineering (1995)
Excellence in Aviation Award (FAA) (1998)
The Hilbert Medal (2003)",Pranab Mukherjee,,No,No
Maharaj Kishan Bhan,2013,PadmaBushan,Delhi,Civil Service,https://en.wikipedia.org/wiki/Maharaj_Kishan_Bhan,(1947-11-09)9 November 1947,(1947-11-09)9 November 1947,n/a,26 January 2020(2020-01-26)(aged 72),26 January 2020(2020-01-26)(aged 72),n/a,Indian,,,Department of Biotechnology,,Pranab Mukherjee,,No,No
Jaspal Bhatti[iv]#,2013,PadmaBushan,Punjab,Arts,https://en.wikipedia.org/wiki/Jaspal_Bhatti,"Jaspal Singh Bhatti
(1955-03-03)3 March 1955
Amritsar,Punjab,India",(1955-03-03)3 March 1955,n/a,"25 October 2012(2012-10-25)(aged 57)
Jalandhar,Punjab,India",25 October 2012(2012-10-25)(aged 57),"Jalandhar,Punjab,India",,Savita Bhatti​(m.1985)​,,,,Pranab Mukherjee,ActorDirectorProducerTelevision,No,Yes
Rahul Dravid,2013,PadmaBushan,Karnataka,Sports,https://en.wikipedia.org/wiki/Rahul_Dravid,"(1973-01-11)11 January 1973(age 48)
Indore,Madhya Pradesh,India",(1973-01-11)11 January 1973(age 48),"Indore,Madhya Pradesh,India",,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
Adi Godrej,2013,PadmaBushan,Maharashtra,Trade & Industry,https://en.wikipedia.org/wiki/Adi_Godrej,"(1942-04-03)3 April 1942(age 79)
Bombay,Bombay Presidency,British India",(1942-04-03)3 April 1942(age 79),"Bombay,Bombay Presidency,British India",,n/a,n/a,Indian,Parmeshwar Adi Godrej(died 2016),,,,Pranab Mukherjee,Chairman ofGodrej Group,No,No
Abdul Rashid Khan,2013,PadmaBushan,West Bengal,Arts,https://en.wikipedia.org/wiki/Abdul_Rashid_Khan,(1908-08-19)19 August 1908,(1908-08-19)19 August 1908,n/a,18 February 2016(2016-02-18)(aged 107),18 February 2016(2016-02-18)(aged 107),n/a,,,,,,Pranab Mukherjee,,No,No
Rajesh Khanna[v]#,2013,PadmaBushan,Maharashtra,Arts,https://en.wikipedia.org/wiki/Rajesh_Khanna,"Jatin Khanna
(1942-12-29)29 December 1942
Amritsar,Punjab,British India
(present-dayPunjab,India)",(1942-12-29)29 December 1942,n/a,"18 July 2012(2012-07-18)(aged 69)
Mumbai,Maharashtra,India",18 July 2012(2012-07-18)(aged 69),"Mumbai,Maharashtra,India",Indian,Dimple Kapadia​​(m.1973;sep.1982)​,,,"Padma Bhushan(2013)
Full list",Pranab Mukherjee,Actorfilm producerpolitician,No,Yes
Mary Kom,2013,PadmaBushan,Manipur,Sports,https://en.wikipedia.org/wiki/Mary_Kom,"Chungneijang Mary Kom
(1982-11-24)24 November 1982(age 38)[1]
Kangathei,Manipur, India",(1982-11-24)24 November 1982(age 38)[1],n/a,,n/a,n/a,Indian,Karong Onkholer Kom,,,"Padma Vibhushan(2020)
Padma Bhushan(2013)
Padma Shri(2006)",Pranab Mukherjee,,No,No
Nandkishore Shamrao Laud,2013,PadmaBushan,Maharashtra,Medicine,https://en.wikipedia.org/wiki/Nandkishore_Shamrao_Laud,,n/a,n/a,,n/a,n/a,Indian,,,,,Pranab Mukherjee,Surgeon,No,No
Mangesh Padgaonkar,2013,PadmaBushan,Maharashtra,Literature & Education,https://en.wikipedia.org/wiki/Mangesh_Padgaonkar,"(1929-03-10)10 March 1929
Vengurla,Sindhudurg District, Maharashtra",(1929-03-10)10 March 1929,"Vengurla,Sindhudurg District, Maharashtra","30 December 2015(2015-12-30)(aged 86)
Mumbai,Maharashtra, India",30 December 2015(2015-12-30)(aged 86),"Mumbai,Maharashtra, India",Indian,,,,"Padma Bhushan – 2013, Maharashtra Bhushan – 2008, Sahitya Academy Award – 1980, M.P. Literary Award – 1956, Maharashtra State Award – '53/'55",Pranab Mukherjee,,No,No
Hemendra Singh Panwar,2013,PadmaBushan,Madhya Pradesh,Civil Service,https://en.wikipedia.org/wiki/Hemendra_Singh_Panwar,"22 March 1937
India",22 March 1937,India,,n/a,n/a,,,,,Padma Bhushan,Pranab Mukherjee,,No,No
Jogesh Pati,2013,PadmaBushan,—[B],Science & Engineering,https://en.wikipedia.org/wiki/Jogesh_Pati,1937 (age 83–84),1937 (age 83–84),n/a,,n/a,n/a,,,,University of Maryland,2000Dirac Medal2013Padma Bhushan,Pranab Mukherjee,,No,No
Shivajirao Girdhar Patil,2013,PadmaBushan,Maharashtra,Public Affairs,https://en.wikipedia.org/wiki/Shivajirao_Girdhar_Patil,(1925-03-05)5 March 1925[1],(1925-03-05)5 March 1925[1],n/a,22 July 2017(2017-07-22)(aged 92),22 July 2017(2017-07-22)(aged 92),n/a,,Vidya Patil,,,Padma Bhushan(2013),Pranab Mukherjee,"Social activist, Politician",No,No
A. Sivathanu Pillai,2013,PadmaBushan,Delhi,Science & Engineering,https://en.wikipedia.org/wiki/A._Sivathanu_Pillai,"(1947-07-15)15 July 1947(age 74)
Nagercoil,
Kanyakumari District,Tamil Nadu",(1947-07-15)15 July 1947(age 74),"Nagercoil,
Kanyakumari District,Tamil Nadu",,n/a,n/a,Indian,Seetha Sivathanu Pillai,,,"Padma Shri
2002
Padma Bhushan
2013
Order of Friendship
2014
",Pranab Mukherjee,,No,No
D. Ramanaidu,2013,PadmaBushan,Andhra Pradesh,Arts,https://en.wikipedia.org/wiki/D._Ramanaidu,"Daggubati Ramanaidu
(1936-06-06)6 June 1936
Karamchedu,Madras Presidency,British India
(now inAndhra Pradesh, India)",(1936-06-06)6 June 1936,n/a,"18 February 2015(2015-02-18)(aged 78)
Hyderabad, India",18 February 2015(2015-02-18)(aged 78),"Hyderabad, India",Indian,,,,Padma Bhushan(2012)Dadasaheb Phalke Award(2009),Pranab Mukherjee,Film producer,No,No
Kanak Rele,2013,PadmaBushan,Maharashtra,Arts,https://en.wikipedia.org/wiki/Kanak_Rele,"(1937-06-11)11 June 1937(age 84)
India",(1937-06-11)11 June 1937(age 84),India,,n/a,n/a,,,,,"Padma Bhushan
Padma Shri
Sangeet Natak Akademi Award
Kalidas Samman
Gaurav Puraskar
Kala Vipanchee
M. S. SubbulakshmiAward",Pranab Mukherjee,"Classical dancer
Choreographer
Academic",No,No
V. K. Saraswat,2013,PadmaBushan,Delhi,Science & Engineering,https://en.wikipedia.org/wiki/V._K._Saraswat,"(1949-05-25)25 May 1949(age 72)
Gwalior,Madhya Pradesh,India",(1949-05-25)25 May 1949(age 72),"Gwalior,Madhya Pradesh,India",,n/a,n/a,Indian,,,,Padma ShriPadma BhushanAryabhata Award,Pranab Mukherjee,ChancellorofJNU,No,No
Ashoke Sen,2013,PadmaBushan,Uttar Pradesh,Science & Engineering,https://en.wikipedia.org/wiki/Ashoke_Sen,"(1956-07-15)15 July 1956(age 65)
Kolkata,West Bengal,India",(1956-07-15)15 July 1956(age 65),"Kolkata,West Bengal,India",,n/a,n/a,Indian,Sumathi Rao,,"FermilabStanford Linear Accelerator CenterTata Institute of Fundamental ResearchHarish-Chandra Research InstituteIndian Institute of Science Education and Research, Bhopal",G.D. Birla Award for Scientific Research(1996)TWAS Prize(1997)Padma Shri(2001)Infosys Prize- Mathematical Sciences (2009)Fundamental Physics Prize(2012)Padma Bhushan(2013)Dirac Medal(2014),Pranab Mukherjee,,No,No
Gayatri Chakravorty Spivak,2013,PadmaBushan,—[B],Literature & Education,https://en.wikipedia.org/wiki/Gayatri_Chakravorty_Spivak,"(1942-02-24)24 February 1942(age 79)
Calcutta,Bengal Presidency,British India",(1942-02-24)24 February 1942(age 79),"Calcutta,Bengal Presidency,British India",,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
B. N. Suresh,2013,PadmaBushan,Karnataka,Science & Engineering,https://en.wikipedia.org/wiki/B._N._Suresh,,n/a,n/a,,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
Sharmila Tagore,2013,PadmaBushan,Delhi,Arts,https://en.wikipedia.org/wiki/Sharmila_Tagore,"(1944-12-08)8 December 1944(age 76)
Hyderabad,Hyderabad State,British India(present-dayTelangana,India)",(1944-12-08)8 December 1944(age 76),"Hyderabad,Hyderabad State,British India(present-dayTelangana,India)",,n/a,n/a,,Mansoor Ali Khan​​(m.1968; died 2011)​,,,,Pranab Mukherjee,Actress,No,No
Ramamurthy Thyagarajan,2013,PadmaBushan,Tamil Nadu,Trade & Industry,https://en.wikipedia.org/wiki/R._Thyagarajan_(industrialist),"(1937-08-25)25 August 1937(age 84)
Gangtok,Sikkim, India",(1937-08-25)25 August 1937(age 84),"Gangtok,Sikkim, India",,n/a,n/a,Indian,,,,Padma Bhushan,Pranab Mukherjee,Founder ofShriram Group,No,No
Saroja Vaidyanathan,2013,PadmaBushan,Delhi,Arts,https://en.wikipedia.org/wiki/Saroja_Vaidyanathan,,n/a,n/a,,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
Anisuzzaman,2014,PadmaBushan,—[E],Literature & Education,https://en.wikipedia.org/wiki/Anisuzzaman,"(1937-02-18)18 February 1937
Calcutta,Bengal Presidency,British India",(1937-02-18)18 February 1937,"Calcutta,Bengal Presidency,British India","14 May 2020(2020-05-14)(aged 83)
Dhaka, Bangladesh",14 May 2020(2020-05-14)(aged 83),"Dhaka, Bangladesh",Bangladeshi,,,,full list,Pranab Mukherjee,"Activist, author, administrator",Yes,No
Mrityunjay Athreya,2014,PadmaBushan,Delhi,Literature & Education,https://en.wikipedia.org/wiki/Mrityunjay_Athreya,"Tirunelveli, India",n/a,n/a,,n/a,n/a,,,,,Padma Bhushan,Pranab Mukherjee,"Author, Educationist, Management adviser",Yes,No
Padmanabhan Balaram,2014,PadmaBushan,Karnataka,Science & Engineering,https://en.wikipedia.org/wiki/Padmanabhan_Balaram,,n/a,n/a,,n/a,n/a,,,,Indian Institute of Science,Padma Bhushan[1],Pranab Mukherjee,,Yes,No
Dalveer Bhandari,2014,PadmaBushan,Delhi,Public Affairs,https://en.wikipedia.org/wiki/Dalveer_Bhandari,"(1947-10-01)1 October 1947(age 74)
Jodhpur,Rajasthan, India",(1947-10-01)1 October 1947(age 74),"Jodhpur,Rajasthan, India",,n/a,n/a,Indian,,,,,Pranab Mukherjee,,Yes,No
Ruskin Bond,2014,PadmaBushan,Uttarakhand,Literature & Education,https://en.wikipedia.org/wiki/Ruskin_Bond,"(1934-05-19)19 May 1934(age 87)
Kasauli,Punjab States Agency,
British India",(1934-05-19)19 May 1934(age 87),"Kasauli,Punjab States Agency,
British India",,n/a,n/a,Indian,,,,,Pranab Mukherjee,"Author, poet",Yes,No
Anita Desai,2014,PadmaBushan,Delhi,Literature & Education,https://en.wikipedia.org/wiki/Anita_Desai,"Anita Mazumdar
(1937-06-24)24 June 1937(age 84)
Mussoorie,Princely State of Tehri Garhwal,British India(present-dayUttarakhand,India)",(1937-06-24)24 June 1937(age 84),n/a,,n/a,n/a,Indian,,,,,Pranab Mukherjee,"Writer, professor",Yes,No
Pullela Gopichand,2014,PadmaBushan,Andhra Pradesh,Sports,https://en.wikipedia.org/wiki/Pullela_Gopichand,"(1973-11-16)16 November 1973(age 47)
Nagandla,Prakasam,
Andhra Pradesh, India",(1973-11-16)16 November 1973(age 47),"Nagandla,Prakasam,
Andhra Pradesh, India",,n/a,n/a,,,,,,Pranab Mukherjee,,Yes,No
Kamal Haasan,2014,PadmaBushan,Tamil Nadu,Arts,https://en.wikipedia.org/wiki/Kamal_Haasan,"(1954-11-07)7 November 1954(age 66)[1][2]
Paramakudi,Ramanathapuram,Madras State,India(present-dayTamil Nadu)[3]",(1954-11-07)7 November 1954(age 66)[1][2],"Paramakudi,Ramanathapuram,Madras State,India(present-dayTamil Nadu)[3]",,n/a,n/a,,"Vani Ganapathy​​(m.1978;div.1988)​
Sarika​​(m.1988;div.2004)​",,,Padma Shri(1990)Padma Bhushan(2014)Prix Henri-Langlois French Award (2016)Ordre des Arts et des Lettres(2016),Pranab Mukherjee,Actorfilm producerfilm directorscreenwriterplayback singerlyricisttelevision presenterchoreographerdancerphilanthropistpolitician,Yes,No
Jyeshtharaj Joshi,2014,PadmaBushan,Maharashtra,Science & Engineering,https://en.wikipedia.org/wiki/Jyeshtharaj_Joshi,"(1949-05-28)28 May 1949(age 72)
Masur,Satara,Maharashtra, India",(1949-05-28)28 May 1949(age 72),"Masur,Satara,Maharashtra, India",,n/a,n/a,,,,,"Padma Bhushan
Shantiswarup Bhatnagar Prize
Dr. Anji ReddyInnovation Award
Indian Institute of Chemical EngineersAward
DAE-Homi Bhabha Chair Professor
Fellow ofIndian National Science Academy
Fellow ofThe World Academy of Sciences
INSA Medalfor Young Scientist
Fellow ofIndian Academy of Sciences
Fellow ofNational Academy of Engineering",Pranab Mukherjee,"Chemical engineer, nuclear scientist",Yes,No
Vijayendra Nath Kaul,2014,PadmaBushan,Delhi,Civil Service,https://en.wikipedia.org/wiki/V._N._Kaul,(1943-01-07)7 January 1943(age 78),(1943-01-07)7 January 1943(age 78),n/a,,n/a,n/a,Indian,,,,Padma Bhushan,Pranab Mukherjee,formerComptroller and Auditor General of India(2002-08),Yes,No
Neelam Kler,2014,PadmaBushan,Delhi,Medicine,https://en.wikipedia.org/wiki/Neelam_Kler,"Srinagar, Jammu and Kashmir, India",n/a,n/a,,n/a,n/a,,,,,Padma Bhushan,Pranab Mukherjee,"Neonatologist,pediatrician",Yes,No
Madappa Mahadevappa,2014,PadmaBushan,Karnataka,Science & Engineering,https://en.wikipedia.org/wiki/M._Mahadevappa,"(1937-08-04)4 August 1937
Madapura,Chamarajanagar,Mysore State,British India(present-dayKarnataka, India)",(1937-08-04)4 August 1937,"Madapura,Chamarajanagar,Mysore State,British India(present-dayKarnataka, India)",6 March 2021(2021-03-06)(aged 83),6 March 2021(2021-03-06)(aged 83),n/a,Indian,,,"JSS Rural Development Foundation
University of Agricultural Sciences, Dharwad
Indian Council of Agricultural Research
University of Agricultural Sciences, Bangalore
International Rice Research Institute,Philippines
Central Food Technological Research Institute","Padma Bhushan(2013)
Padma Shri(2005)
Rajyotsava Prashasti(1984)
Bharat Ratna Sir. M. Vishweshwarayya Memorial Award (1999)",Pranab Mukherjee,,Yes,No
Leander Paes,2014,PadmaBushan,Maharashtra,Sports,https://en.wikipedia.org/wiki/Leander_Paes,"(1973-06-17)17 June 1973(age 48)
Calcutta,West Bengal, India",(1973-06-17)17 June 1973(age 48),"Calcutta,West Bengal, India",,n/a,n/a,,,,,,Pranab Mukherjee,,Yes,No
K. Radhakrishnan,2014,PadmaBushan,Karnataka,Science & Engineering,https://en.wikipedia.org/wiki/K._Radhakrishnan,"(1949-08-29)29 August 1949(age 72)
Irinjalakuda,Travancore-Cochin,India",(1949-08-29)29 August 1949(age 72),"Irinjalakuda,Travancore-Cochin,India",,n/a,n/a,,,,"VSSC,NRSA,INCOIS,ISRO,IITK",Padma Bhushan(2014)[1],Pranab Mukherjee,,Yes,No
Anumolu Ramakrishna[vi]#,2014,PadmaBushan,Andhra Pradesh,Science & Engineering,https://en.wikipedia.org/wiki/Anumolu_Ramakrishna,"(1939-12-20)20 December 1939
Punadipadu,Krishna district,Madras Presidency,British India",(1939-12-20)20 December 1939,"Punadipadu,Krishna district,Madras Presidency,British India",20 August 2013(2013-08-20)(aged 73),20 August 2013(2013-08-20)(aged 73),n/a,,,,,"Padma Bhushan
ICI-FosrocAward
Davidson Frame Award
Eminent Engineering Personality Award
Prestressed Concrete Design Award
Hassib Sabbagh Award",Pranab Mukherjee,"Engineer
Corporate executive",Yes,Yes
Thirumalachari Ramasami,2014,PadmaBushan,Delhi,Science & Engineering,https://en.wikipedia.org/wiki/Thirumalachari_Ramasami,"April 15, 1948","April 15, 1948",n/a,,n/a,n/a,,,,,"Padma Shri2001
Padma Bhushan2014",Pranab Mukherjee,Scientist,Yes,No
Lloyd Rudolph,2014,PadmaBushan,—[B],Literature & Education,https://en.wikipedia.org/wiki/Lloyd_Rudolph,"(1927-11-01)November 1, 1927
Chicago, Illinois, US","(1927-11-01)November 1, 1927","Chicago, Illinois, US","January 16, 2016(2016-01-16)(aged 88)
Oakland, California, US","January 16, 2016(2016-01-16)(aged 88)","Oakland, California, US",,Susanne Hoeber Rudolph,,,"Padma Bhushan
Professor Emeritus at the University of Chicago",Pranab Mukherjee,"Author, educationist, political thinker",Yes,No
Susanne Hoeber Rudolph,2014,PadmaBushan,—[B],Literature & Education,https://en.wikipedia.org/wiki/Susanne_Hoeber_Rudolph,"Susanne Hoeber
(1930-04-03)April 3, 1930
Mannheim, Germany","(1930-04-03)April 3, 1930",n/a,"December 23, 2015(2015-12-23)(aged 85)
Oakland, California, U.S.","December 23, 2015(2015-12-23)(aged 85)","Oakland, California, U.S.",,Lloyd Rudolph,,,Padma BhushanWilliam Benton Distinguished Service Professor Emerita at the University of Chicago,Pranab Mukherjee,"Author, Educationist, Political thinker",Yes,No
Vinod Prakash Sharma,2014,PadmaBushan,Delhi,Science & Engineering,https://en.wikipedia.org/wiki/Vinod_Prakash_Sharma,"(1938-04-06)6 April 1938
Allahabad, Uttar Pradesh, India",(1938-04-06)6 April 1938,"Allahabad, Uttar Pradesh, India","9 October 2015(2015-10-09)(aged 77)
New Delhi",9 October 2015(2015-10-09)(aged 77),New Delhi,,,,,"Padma Bhushan
Meghnad SahaDistinguished Fellow
Gujar Mal Modi award
Padma Shri
WHODarling Foundation Prize
GI Inventions Award
Chancellor's Prize
MOT Aiyengar Award
B. R. AmbedkarCentenary Award
Om Prakash Bhasin Award
RanbaxyAward
M. L. Gupta Trust Award
VASVIK Industrial Research Award
Green Scientist Award
G. P. Chatterjee Memorial Award
Dr. R. V. Rajaram Oration Award
Dr. U. S. Srivastava Memorial Lecture Award
Professor L. S. Ramaswami Memorial Oration Award
Life Time Achievement Award
B. N. Singh Oration Award
B. K. Srivastava Oration Award",Pranab Mukherjee,Scientist,Yes,No
Ghulam Mohammed Sheikh,2014,PadmaBushan,Gujarat,Arts,https://en.wikipedia.org/wiki/Ghulam_Mohammed_Sheikh,"(1937-02-16)16 February 1937(age 84)
Surendranagar, Gujarat, India",(1937-02-16)16 February 1937(age 84),"Surendranagar, Gujarat, India",,n/a,n/a,Indian,,,,,Pranab Mukherjee,,Yes,No
Begum Parveen Sultana,2014,PadmaBushan,Maharashtra,Arts,https://en.wikipedia.org/wiki/Parveen_Sultana,"May 1950 (age 71)
Puranigudam,Nagaon,Assam, India",May 1950 (age 71),"Puranigudam,Nagaon,Assam, India",,n/a,n/a,,Ustad Dilshad Khan,,,"Padma Bhushan(2014)[1]
Sangeet Natak Akademi Award(1998)",Pranab Mukherjee,,Yes,No
Dhirubhai Thaker,2014,PadmaBushan,Gujarat,Literature & Education,https://en.wikipedia.org/wiki/Dhirubhai_Thaker,"(1918-06-27)27 June 1918
Kodinar, Gujarat, India",(1918-06-27)27 June 1918,"Kodinar, Gujarat, India","22 January 2014(2014-01-22)(aged 95)
Ahmedabad, Gujarat",22 January 2014(2014-01-22)(aged 95),"Ahmedabad, Gujarat",Indian,,,,Ranjitram Suvarna Chandrak(1994)Sahitya Gaurav Puraskar(1998)Narmad Suvarna Chandrak(2012)Padma Bhushan(2014),Pranab Mukherjee,Author,Yes,No
Vairamuthu,2014,PadmaBushan,Tamil Nadu,Literature & Education,https://en.wikipedia.org/wiki/Vairamuthu,"Vairamuthu Ramasamy
(1953-07-13)13 July 1953(age 68)[1][2]
Mettoor,Madurai,Madras State, India[3][4]
(present-dayVadugapatti,Theni,Tamil Nadu, India)",(1953-07-13)13 July 1953(age 68)[1][2],n/a,,n/a,n/a,Indian,Ponmani Vairamuthu,,,,Pranab Mukherjee,Poetlyricist,Yes,No
T. H. Vinayakram,2014,PadmaBushan,Tamil Nadu,Arts,https://en.wikipedia.org/wiki/T._H._Vinayakram,"(1942-08-11)11 August 1942(age 79)
Madras,Madras Presidency,British India",(1942-08-11)11 August 1942(age 79),"Madras,Madras Presidency,British India",,n/a,n/a,,,,,,Pranab Mukherjee,,Yes,No
Jahnu Barua,2015,PadmaBushan,Assam,Arts,https://en.wikipedia.org/wiki/Jahnu_Barua,"(1952-10-18)18 October 1952(age 69)
Sivasagar,Assam, India",(1952-10-18)18 October 1952(age 69),"Sivasagar,Assam, India",,n/a,n/a,Indian,Gayatri Barua (Naumi)​​(m.1989)​,,,Padma Shri(2003)Padma Bhushan(2015),Pranab Mukherjee,"Film director, writer, producer",No,No
Manjul Bhargava,2015,PadmaBushan,—[B],Science & Engineering,https://en.wikipedia.org/wiki/Manjul_Bhargava,"(1974-08-08)8 August 1974(age 47)
Hamilton, Ontario, Canada",(1974-08-08)8 August 1974(age 47),"Hamilton, Ontario, Canada",,n/a,n/a,"Canada
United States",,,"Princeton University
Leiden University
University of Hyderabad","Fellow of the Royal Society(2019)
Padma Bhushan(2015)
Fields Medal(2014)
Infosys Prize(2012)
Fermat Prize(2011)
Cole Prize(2008)
Clay Research Award(2005)
SASTRA Ramanujan Prize(2005)
Blumenthal Award(2005)
Hasse Prize (2003)
Morgan Prize(1996)
Hoopes Prize(1996)
Hertz Fellowship(1996)",Pranab Mukherjee,,No,No
Vijay Bhatkar,2015,PadmaBushan,Maharashtra,Science & Engineering,https://en.wikipedia.org/wiki/Vijay_P._Bhatkar,"Vijay Pandurang Bhatkar
11th October 1946
Muramba,Tq MurtizapurAkola district,Maharashtra, India",11th October 1946,n/a,,n/a,n/a,Indian,Lalit Bhatkar,,,Padma BhushanPadma ShriMaharashtra Bhushan,Pranab Mukherjee,,No,No
Swapan Dasgupta,2015,PadmaBushan,Delhi,Literature & Education,https://en.wikipedia.org/wiki/Swapan_Dasgupta,"(1955-10-03)3 October 1955(age 66)
Kolkata,West Bengal,India",(1955-10-03)3 October 1955(age 66),"Kolkata,West Bengal,India",,n/a,n/a,,Reshmi Ray Dasgupta,"St. Stephen's College, Delhi(BA)
SOAS University of London(MA,PhD)
Nuffield College, Oxford(Post-doctoral Fellow)",,Padma Bhushan(2015),Pranab Mukherjee,"Journalist, Writer, Political analyst",No,No
David Frawley,2015,PadmaBushan,—[B],Literature & Education,https://en.wikipedia.org/wiki/David_Frawley,"(1950-09-21)September 21, 1950(age 71)
Wisconsin, United States","(1950-09-21)September 21, 1950(age 71)","Wisconsin, United States",,n/a,n/a,American,Yogini Shambhavi Chopra,,,Padma Bhushan,Pranab Mukherjee,"Vedacharya, Ayurvedic teacher, Vedic astrologer, writer",No,No
Bill Gates,2015,PadmaBushan,—[B],Social Work,https://en.wikipedia.org/wiki/Bill_Gates,"William Henry Gates III
(1955-10-28)October 28, 1955(age 65)
Seattle,Washington, U.S.","(1955-10-28)October 28, 1955(age 65)",n/a,,n/a,n/a,,Melinda French​​(m.1994;div.2021)​,,,Presidential Medal of Freedom(2016),Pranab Mukherjee,Software developerinvestorentrepreneur,No,No
Melinda Gates,2015,PadmaBushan,—[B],Social Work,https://en.wikipedia.org/wiki/Melinda_Gates,"Melinda Ann French
(1964-08-15)August 15, 1964(age 57)
Dallas,Texas, U.S.","(1964-08-15)August 15, 1964(age 57)",n/a,,n/a,n/a,American,Bill Gates​​(m.1994;div.2021)​[1],,,Presidential Medal of Freedom(2016),Pranab Mukherjee,"Co-Chair and Founder,Bill & Melinda Gates Foundation",No,No
Satyamitranand Giri,2015,PadmaBushan,Uttar Pradesh,Others,https://en.wikipedia.org/wiki/Swami_Satyamitranand,,n/a,n/a,,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
N. Gopalaswami,2015,PadmaBushan,Tamil Nadu,Civil Service,https://en.wikipedia.org/wiki/N._Gopalaswami,(1944-04-21)21 April 1944(age 77),(1944-04-21)21 April 1944(age 77),n/a,,n/a,n/a,Indian,,,,,Pranab Mukherjee,Election Commissioner (2004-06); Chief Election Commissioner (2006-09); Chairman ofKalakshetra Foundation(2014-19),No,No
Subhash C. Kashyap,2015,PadmaBushan,Delhi,Public Affairs,https://en.wikipedia.org/wiki/Subhash_C._Kashyap,"(1929-05-10)10 May 1929(age 92)
Chandpur, Bijnor",(1929-05-10)10 May 1929(age 92),"Chandpur, Bijnor",,n/a,n/a,Indian,,,Parliament of IndiaandCentre for Policy Research,,Pranab Mukherjee,,No,No
Gokulotsavji Maharaj,2015,PadmaBushan,Madhya Pradesh,Arts,https://en.wikipedia.org/wiki/Gokulotsavji_Maharaj,India,n/a,n/a,,n/a,n/a,Indian,,,,,Pranab Mukherjee,"Classical musician, composer, writer, vocalist and musicologist",No,No
Saichiro Misumi,2015,PadmaBushan,—[F],Public Affairs,https://en.wikipedia.org/wiki/Saichiro_Misumi,"(1916-06-16)16 June 1916
Japan",(1916-06-16)16 June 1916,Japan,"23 February 2018(2018-02-23)(aged 101)
Tokyo, Japan",23 February 2018(2018-02-23)(aged 101),"Tokyo, Japan",,,,,Padma Bhushan,Pranab Mukherjee,"World War II veteran, indologist",No,No
Ambrish Mithal,2015,PadmaBushan,Delhi,Medicine,https://en.wikipedia.org/wiki/Ambrish_Mithal,"29 March 1958
Lucknow, India",29 March 1958,"Lucknow, India",,n/a,n/a,,Dr Ranjana Mithal,,,Padma Bhushan,Pranab Mukherjee,Endocrinologist,No,No
Sudha Ragunathan,2015,PadmaBushan,Tamil Nadu,Arts,https://en.wikipedia.org/wiki/Sudha_Ragunathan,"(1956-04-30)30 April 1956(age 65)
Madras(present-day Chennai),Tamil Nadu, India",(1956-04-30)30 April 1956(age 65),"Madras(present-day Chennai),Tamil Nadu, India",,n/a,n/a,,Ragunathan​(m.1982)​,,,,Pranab Mukherjee,"Singer, Composer",No,No
