Recipients,Year,Award Type,State,Field,WikiLink,Born,Birth Date,Place of Birth,Died,Death Date,Place of Death,Nationality,Spouse,Alma mater,Institutions,Other Awards including Padma,Awarded By,Occupation,Election Year,Posthumus
Chakravarthi V. Narasimhan,2001,PadmaVibhushan,Tamil Nadu,Civil Service,https://en.wikipedia.org/wiki/Chakravarthi_V._Narasimhan,"Chakravarthi Vijayaraghava Narasimhan
(1915-05-21)21 May 1915
Madras, Tamilnadu",(1915-05-21)21 May 1915,n/a,2 November 2003(2003-11-02)(aged 88),2 November 2003(2003-11-02)(aged 88),n/a,,,,,,K. R. Narayanan,ICS officer,No,No
Hosei Norota,2001,PadmaVibhushan,—[E],Public Affairs,https://en.wikipedia.org/wiki/Hosei_Norota,"(1929-10-25)25 October 1929
Noshiro,Akita, Japan",(1929-10-25)25 October 1929,"Noshiro,Akita, Japan","23 May 2019(2019-05-23)(aged 89)
Tokyo, Japan",23 May 2019(2019-05-23)(aged 89),"Tokyo, Japan",,,Chuo University,,,K. R. Narayanan,,No,No
C. R. Rao,2001,PadmaVibhushan,—[B],Science & Engineering,https://en.wikipedia.org/wiki/C._R._Rao,"(1920-09-10)10 September 1920(age 101)
Hadagali,Madras Presidency,British India(now inKarnataka,India)[1][2]",(1920-09-10)10 September 1920(age 101),"Hadagali,Madras Presidency,British India(now inKarnataka,India)[1][2]",,n/a,n/a,,,,"Indian Statistical Institute
Cambridge University
Pennsylvania State University
University at Buffalo","Padma Vibhushan
National Medal of Science(2001)
S. S. Bhatnagar Prize
Guy Medal(Silver 1965, Gold 2011)",K. R. Narayanan,,No,No
Man Mohan Sharma,2001,PadmaVibhushan,Maharashtra,Science & Engineering,https://en.wikipedia.org/wiki/Man_Mohan_Sharma,"(1937-05-01)1 May 1937(age 84)
Jodhpur,Jodhpur State,British India",(1937-05-01)1 May 1937(age 84),"Jodhpur,Jodhpur State,British India",,n/a,n/a,Indian,,,Institute of Chemical Technology,"Padma Vibhushan(2001)
Padma Bhushan(1987)
Leverhulme Medal(1996)
Shanti Swarup Bhatnagar Prize(1973)",K. R. Narayanan,,No,No
Shivkumar Sharma,2001,PadmaVibhushan,Maharashtra,Arts,https://en.wikipedia.org/wiki/Shivkumar_Sharma,"(1938-01-13)13 January 1938(age 83)[1]
Jammu,British India(nowJammu and Kashmir,India)",(1938-01-13)13 January 1938(age 83)[1],"Jammu,British India(nowJammu and Kashmir,India)",,n/a,n/a,,,,,,K. R. Narayanan,,No,No
Kishori Amonkar,2002,PadmaVibhushan,Maharashtra,Arts,https://en.wikipedia.org/wiki/Kishori_Amonkar,"10 April 1932[1]
Bombay,Bombay Presidency,British India",10 April 1932[1],"Bombay,Bombay Presidency,British India","3 April 2017(2017-04-03)(aged 84)
Mumbai,Maharashtra, India",3 April 2017(2017-04-03)(aged 84),"Mumbai,Maharashtra, India",,,,,,K. R. Narayanan,,No,No
Gangubai Hangal,2002,PadmaVibhushan,Karnataka,Arts,https://en.wikipedia.org/wiki/Gangubai_Hangal,"(1913-03-05)5 March 1913[1][2]
Hangal,Bombay Presidency,British India[3](now inKarnataka,India)",(1913-03-05)5 March 1913[1][2],"Hangal,Bombay Presidency,British India[3](now inKarnataka,India)","21 July 2009(2009-07-21)(aged 96)
Hubli, Karnataka,India[4]",21 July 2009(2009-07-21)(aged 96),"Hubli, Karnataka,India[4]",,,,,,K. R. Narayanan,,No,No
Kishan Maharaj,2002,PadmaVibhushan,Uttar Pradesh,Arts,https://en.wikipedia.org/wiki/Kishan_Maharaj,"3 September 1923
Benares,Benares State,British India",3 September 1923,"Benares,Benares State,British India","4 May 2008(2008-05-04)(aged 84)
Varanasi,Uttar Pradesh,India",4 May 2008(2008-05-04)(aged 84),"Varanasi,Uttar Pradesh,India",,,,,,K. R. Narayanan,,No,No
C. Rangarajan,2002,PadmaVibhushan,Andhra Pradesh,Literature & Education,https://en.wikipedia.org/wiki/C._Rangarajan,,n/a,n/a,,n/a,n/a,,,"National College, Trichy
University of Madras(B.A.)
University of Pennsylvania(Ph.D.)",,,K. R. Narayanan,,No,No
Soli Sorabjee,2002,PadmaVibhushan,Delhi,Public Affairs,https://en.wikipedia.org/wiki/Soli_Sorabjee,"(1930-03-09)9 March 1930
Bombay,Bombay Presidency,British India(nowMumbai,Maharashtra, India)",(1930-03-09)9 March 1930,"Bombay,Bombay Presidency,British India(nowMumbai,Maharashtra, India)","30 April 2021(2021-04-30)(aged 91)
Delhi, India",30 April 2021(2021-04-30)(aged 91),"Delhi, India",,,,,,K. R. Narayanan,,No,No
Kazi Lhendup Dorjee,2003,PadmaVibhushan,West Bengal,Public Affairs,https://en.wikipedia.org/wiki/Kazi_Lhendup_Dorjee,"(1904-10-11)11 October 1904
Pakyong,East Sikkim,Kingdom of Sikkim(nowSikkim,India)",(1904-10-11)11 October 1904,"Pakyong,East Sikkim,Kingdom of Sikkim(nowSikkim,India)","28 July 2007(2007-07-28)(aged 102)
Kalimpong,West Bengal",28 July 2007(2007-07-28)(aged 102),"Kalimpong,West Bengal",,Elisa Maria,,,,A. P. J. Abdul Kalam,,No,No
Sonal Mansingh,2003,PadmaVibhushan,Delhi,Arts,https://en.wikipedia.org/wiki/Sonal_Mansingh,,n/a,n/a,,n/a,n/a,,,,,,A. P. J. Abdul Kalam,,No,No
Bal Ram Nanda,2003,PadmaVibhushan,Delhi,Literature & Education,https://en.wikipedia.org/wiki/Bal_Ram_Nanda,1917,1917,n/a,30 May 2010 (aged 93),30 May 2010 (aged 93),n/a,,,,,,A. P. J. Abdul Kalam,,No,No
Brihaspati Dev Triguna,2003,PadmaVibhushan,Delhi,Medicine,https://en.wikipedia.org/wiki/Brihaspati_Dev_Triguna,"1920
Bara Pind (Ram Bazar) Punjab India",1920,Bara Pind (Ram Bazar) Punjab India,2013,2013,n/a,,,,,,A. P. J. Abdul Kalam,,No,No
Jayant Narlikar,2004,PadmaVibhushan,Maharashtra,Science & Engineering,https://en.wikipedia.org/wiki/Jayant_Narlikar,"(1938-07-19)19 July 1938(age 83)
Kolhapur,Kolhapur State,British India
(nowMaharashtra, India)",(1938-07-19)19 July 1938(age 83),"Kolhapur,Kolhapur State,British India
(nowMaharashtra, India)",,n/a,n/a,,Mangala Narlikar,,"Cambridge University
TIFR
IUCAA","Smith's Prize(1962)
Padma Bhushan(1965)
Adams Prize(1967)
Padma Vibhushan(2004)
Prix Jules Janssen(2004)",A. P. J. Abdul Kalam,,Yes,No
Amrita Pritam,2004,PadmaVibhushan,Delhi,Literature & Education,https://en.wikipedia.org/wiki/Amrita_Pritam,"Amrita Kaur
(1919-08-31)31 August 1919
Gujranwala,Punjab,British India(nowPakistan)",(1919-08-31)31 August 1919,n/a,"31 October 2005(2005-10-31)(aged 86)
Delhi,India",31 October 2005(2005-10-31)(aged 86),"Delhi,India",Indian,Pritam Singh,,,"Sahitya Akademi Award(1956)
Padma Shri(1969)
Bharatiya Jnanpith(1982)
Shatabdi Samman(2000)
Padma Vibhushan(2004)",A. P. J. Abdul Kalam,"Novelist, poet, essayist",Yes,No
M. N. Venkatachaliah,2004,PadmaVibhushan,Karnataka,Public Affairs,https://en.wikipedia.org/wiki/Manepalli_Narayana_Rao_Venkatachaliah,(1929-10-25)25 October 1929(age 91),(1929-10-25)25 October 1929(age 91),n/a,,n/a,n/a,,Parvathi Venkatachaliah,,,,A. P. J. Abdul Kalam,,Yes,No
Milon K. Banerji,2005,PadmaVibhushan,Delhi,Public Affairs,https://en.wikipedia.org/wiki/Milon_K._Banerji,1928,1928,n/a,20 July 2010,20 July 2010,n/a,,,,,,A. P. J. Abdul Kalam,,No,No
Mohan Dharia,2005,PadmaVibhushan,Maharashtra,Social Work,https://en.wikipedia.org/wiki/Mohan_Dharia,"14 February 1925
Raigad district",14 February 1925,Raigad district,14 October 2013 (aged 88),14 October 2013 (aged 88),n/a,,,,,Padma Vibhushan(social work),A. P. J. Abdul Kalam,"Politician,lawyer",No,No
Jyotindra Nath Dixit[v]#,2005,PadmaVibhushan,Delhi,Civil Service,https://en.wikipedia.org/wiki/Jyotindra_Nath_Dixit,"(1936-01-08)8 January 1936
Madras,Madras Presidency, father Munshi Paramu Pillai",(1936-01-08)8 January 1936,"Madras,Madras Presidency, father Munshi Paramu Pillai","3 January 2005(2005-01-03)(aged 68)
New Delhi, India",3 January 2005(2005-01-03)(aged 68),"New Delhi, India",Indian,Vijaya Lakshmi Sundaram,"Zakir Husain Delhi College
Jawaharlal Nehru University",,,A. P. J. Abdul Kalam,Diplomat,No,Yes
B. K. Goyal,2005,PadmaVibhushan,Maharashtra,Medicine,https://en.wikipedia.org/wiki/B._K._Goyal,,n/a,n/a,,n/a,n/a,,,,,,A. P. J. Abdul Kalam,,No,No
R. K. Laxman,2005,PadmaVibhushan,Maharashtra,Arts,https://en.wikipedia.org/wiki/R._K._Laxman,"Rasipuram Krishnaswami Laxman
(1921-10-24)October 24, 1921
Mysore,Kingdom of Mysore,British India(present-dayKarnataka,India)","(1921-10-24)October 24, 1921",n/a,"January 26, 2015(2015-01-26)(aged 93)
Pune,Maharashtra,India","January 26, 2015(2015-01-26)(aged 93)","Pune,Maharashtra,India",Indian,Kumari Kamala,,,"Padma Bhushan
Padma Vibhushan
Ramon Magsaysay Award",A. P. J. Abdul Kalam,"Cartoonist,illustrator",No,No
Ram Narayan,2005,PadmaVibhushan,Maharashtra,Arts,https://en.wikipedia.org/wiki/Ram_Narayan,"(1927-12-25)25 December 1927(age 93)
Mewar,British India",(1927-12-25)25 December 1927(age 93),"Mewar,British India",,n/a,n/a,,,,,,A. P. J. Abdul Kalam,,No,No
Karan Singh,2005,PadmaVibhushan,Delhi,Public Affairs,https://en.wikipedia.org/wiki/Karan_Singh,"(1931-03-09)9 March 1931(age 90)
Cannes,France",(1931-03-09)9 March 1931(age 90),"Cannes,France",,n/a,n/a,,Yasho Rajya Lakshmi,"University of Kashmir(B.A.)
University of Delhi(M.A.,PhD)",,Padma Vibhushan,A. P. J. Abdul Kalam,,No,No
M. S. Valiathan,2005,PadmaVibhushan,Delhi,Medicine,https://en.wikipedia.org/wiki/M._S._Valiathan,"(1934-05-24)24 May 1934(age 87)
Mavelikara,Kingdom of Travancore
British India",(1934-05-24)24 May 1934(age 87),"Mavelikara,Kingdom of Travancore
British India",,n/a,n/a,Indian,Ashima,,,,A. P. J. Abdul Kalam,cardio-thoracic surgeon,No,No
Norman Borlaug,2006,PadmaVibhushan,—[B],Science & Engineering,https://en.wikipedia.org/wiki/Norman_Borlaug,"Norman
 Borlaug
(1914-03-25)March 25, 1914
Cresco,Iowa, United States",n/a,n/a,"September 12, 2009(2009-09-12)(aged 95)[1]
Dallas,Texas, United States","September 12, 2009(2009-09-12)(aged 95)[1]","Dallas,Texas, United States",American,,,DuPontCooperative Wheat Research and Production Program (Mexico)International Maize and Wheat Improvement CenterTexas A&M University,Nobel Peace Prize(1970)Presidential Medal of Freedom(1977)ForMemRS(1987)[2]Vannevar Bush Award(2000)Public Welfare Medal(2002)National Medal of Science(2004)Congressional Gold Medal(2006)Padma Vibhushan(2006),A. P. J. Abdul Kalam,,No,No
Charles Correa,2006,PadmaVibhushan,Maharashtra,Science & Engineering,https://en.wikipedia.org/wiki/Charles_Correa,"(1930-09-01)1 September 1930
Secunderabad,Hyderabad State,British India",(1930-09-01)1 September 1930,"Secunderabad,Hyderabad State,British India","16 June 2015(2015-06-16)(aged 84)
Mumbai, India",16 June 2015(2015-06-16)(aged 84),"Mumbai, India",Indian,,,,,A. P. J. Abdul Kalam,"Architect
Urban planner",No,No
Nirmala Deshpande,2006,PadmaVibhushan,Delhi,Social Work,https://en.wikipedia.org/wiki/Nirmala_Deshpande,"(1929-10-19)19 October 1929
Nagpur,Maharashtra,India",(1929-10-19)19 October 1929,"Nagpur,Maharashtra,India",1 May 2008(2008-05-01)(aged 78),1 May 2008(2008-05-01)(aged 78),n/a,,,,,,A. P. J. Abdul Kalam,,No,No
Mahasweta Devi,2006,PadmaVibhushan,West Bengal,Literature & Education,https://en.wikipedia.org/wiki/Mahasweta_Devi,"(1926-01-14)14 January 1926
Dhaka,Bengal Presidency,British India",(1926-01-14)14 January 1926,"Dhaka,Bengal Presidency,British India","28 July 2016(2016-07-28)(aged 90)
Kolkata, India",28 July 2016(2016-07-28)(aged 90),"Kolkata, India",,"Bijon Bhattacharya(1947–1962)
Asit Gupta (1965–1976)",,,"Padma Vibhushan
Padma Shri
Sahitya Akademi Award
Ramon Magsaysay Award
Jnanpith Award
SahityaBramha Award(2012)World Forum for Journalists and Writers, Kolkata",A. P. J. Abdul Kalam,"Writer,activist",No,No
Adoor Gopalakrishnan,2006,PadmaVibhushan,Kerala,Arts,https://en.wikipedia.org/wiki/Adoor_Gopalakrishnan,"Mouttathu Gopalakrishnan Unnithan
(1941-07-03)3 July 1941(age 80)
Mannadi,Kingdom of Travancore,British India
(present dayPathanamthitta,Kerala, India)",(1941-07-03)3 July 1941(age 80),n/a,,n/a,n/a,Indian,Sunanda​(died 2015)​,,,Padma Vibhushan(2006)Padma Shri(1984)Dadasaheb Phalke Award(2004),A. P. J. Abdul Kalam,Film directorScreenwriterProducer,No,No
V. N. Khare,2006,PadmaVibhushan,Uttar Pradesh,Public Affairs,https://en.wikipedia.org/wiki/V._N._Khare,"(1939-05-02)2 May 1939(age 82)
Allahabad, Uttar Pradesh, India",(1939-05-02)2 May 1939(age 82),"Allahabad, Uttar Pradesh, India",,n/a,n/a,Indian,,Allahabad University,,,A. P. J. Abdul Kalam,,No,No
C. R. Krishnaswamy Rao,2006,PadmaVibhushan,Tamil Nadu,Civil Service,https://en.wikipedia.org/wiki/C._R._Krishnaswamy_Rao,"Colathur Rama Krishnaswamy Rao Sahib
(1927-02-02)2 February 1927
Madras,British India[1]",(1927-02-02)2 February 1927,n/a,"12 February 2013(2013-02-12)(aged 86)[2]
Madras,Tamil Nadu, India",12 February 2013(2013-02-12)(aged 86)[2],"Madras,Tamil Nadu, India",,Lalitha,"Presidency College, Chennai",,"Padma Vibhushan(2006),
Great Maratha Award (2009)",A. P. J. Abdul Kalam,,No,No
Obaid Siddiqi,2006,PadmaVibhushan,Karnataka,Science & Engineering,https://en.wikipedia.org/wiki/Obaid_Siddiqi,"7 January 1932
Basti,Uttar Pradesh",7 January 1932,"Basti,Uttar Pradesh",26 July 2013(2013-07-26)(aged 81),26 July 2013(2013-07-26)(aged 81),n/a,,,,,"Padma Bhushan (1984)Padma Vibhushan (2006)
FRS (1984)",A. P. J. Abdul Kalam,,No,No
Prakash Narain Tandon,2006,PadmaVibhushan,Delhi,Medicine,https://en.wikipedia.org/wiki/Prakash_Narain_Tandon,,n/a,n/a,,n/a,n/a,,,,,,A. P. J. Abdul Kalam,,No,No
P. N. Bhagwati,2007,PadmaVibhushan,Delhi,Public Affairs,https://en.wikipedia.org/wiki/P._N._Bhagwati,"Prafullachandra Natwarlal Bhagwati
(1921-12-21)21 December 1921
Ahmedabad,[1]Bombay Presidency,British India",(1921-12-21)21 December 1921,n/a,"15 June 2017(2017-06-15)(aged 95)
New Delhi,India",15 June 2017(2017-06-15)(aged 95),"New Delhi,India",,,"Bombay University,Government Law College, Bombay",,,A. P. J. Abdul Kalam,,No,No
Naresh Chandra,2007,PadmaVibhushan,Delhi,Civil Service,https://en.wikipedia.org/wiki/Naresh_Chandra,"(1934-08-01)1 August 1934
Allahabad,United Provinces,British India",(1934-08-01)1 August 1934,"Allahabad,United Provinces,British India","9 July 2017(2017-07-09)(aged 82)
Panaji,Goa,India",9 July 2017(2017-07-09)(aged 82),"Panaji,Goa,India",Indian,,Allahabad University,,Padma Vibhushan(2007),A. P. J. Abdul Kalam,Retired IAS officer,No,No
Raja Chelliah,2007,PadmaVibhushan,Tamil Nadu,Public Affairs,https://en.wikipedia.org/wiki/Raja_Chelliah,"Raja Jesudoss Chelliah
12 December 1922",12 December 1922,n/a,7 April 2009(2009-04-07)(aged 86),7 April 2009(2009-04-07)(aged 86),n/a,,Sita Chelliah,,,,A. P. J. Abdul Kalam,"Economist, Founding Chairman ofMadras School of Economics",No,No
V. Krishnamurthy,2007,PadmaVibhushan,Delhi,Civil Service,https://en.wikipedia.org/wiki/V._Krishnamurthy,(1925-01-14)14 January 1925(age 96),(1925-01-14)14 January 1925(age 96),n/a,,n/a,n/a,,,,,,A. P. J. Abdul Kalam,,No,No
Fali Sam Nariman,2007,PadmaVibhushan,Delhi,Public Affairs,https://en.wikipedia.org/wiki/Fali_Sam_Nariman,"(1929-01-10)10 January 1929(age 92)
Rangoon,British Burma,British India( NowYangon,Myanmar)",(1929-01-10)10 January 1929(age 92),"Rangoon,British Burma,British India( NowYangon,Myanmar)",,n/a,n/a,Indian,,,,,A. P. J. Abdul Kalam,Senior Advocate and jurist,No,No
Raja Rao[vi]#,2007,PadmaVibhushan,—[B],Literature & Education,https://en.wikipedia.org/wiki/Raja_Rao,"(1908-11-08)8 November 1908
Hassan,Princely State of Mysore,British India
(now inKarnataka,India)",(1908-11-08)8 November 1908,"Hassan,Princely State of Mysore,British India
(now inKarnataka,India)","8 July 2006(2006-07-08)(aged 97)
Austin,Texas, U.S.",8 July 2006(2006-07-08)(aged 97),"Austin,Texas, U.S.",,,,,Sahitya Akademi Award(1964)Padma Bhushan(1969)Neustadt International Prize for Literature(1988)Padma Vibhushan(2007),A. P. J. Abdul Kalam,"Writer, professor",No,Yes
Balu Sankaran,2007,PadmaVibhushan,Delhi,Medicine,https://en.wikipedia.org/wiki/Balu_Sankaran,"(1926-09-04)4 September 1926
Tamil Nadu",(1926-09-04)4 September 1926,Tamil Nadu,20 June 2012(2012-06-20)(aged 85),20 June 2012(2012-06-20)(aged 85),n/a,,Sukanya,,,,A. P. J. Abdul Kalam,"Professor Emeritus ofSt Stephen's Hospital, Delhi",No,No
Khushwant Singh[j],2007,PadmaVibhushan,Delhi,Literature & Education,https://en.wikipedia.org/wiki/Khushwant_Singh,"Khushal Singh
(1915-02-02)2 February 1915
Hadali,Punjab Province,British India
(now inPunjab, Pakistan)",(1915-02-02)2 February 1915,n/a,"20 March 2014(2014-03-20)(aged 99)
New Delhi, India",20 March 2014(2014-03-20)(aged 99),"New Delhi, India",Indian,,,,,A. P. J. Abdul Kalam,"Lawyer, journalist, diplomat, writer, politician",No,Yes
George Sudarshan,2007,PadmaVibhushan,—[B],Science & Engineering,https://en.wikipedia.org/wiki/E._C._George_Sudarshan,"(1931-09-16)16 September 1931
Pallam,Travancore,British India",(1931-09-16)16 September 1931,"Pallam,Travancore,British India","13 May 2018(2018-05-13)(aged 86)[1]
Austin,Texas,United States",13 May 2018(2018-05-13)(aged 86)[1],"Austin,Texas,United States",Indian,,,"University of Texas at Austin
Indian Institute of Science
Institute of Mathematical Sciences, Chennai
Harvard University
University of Rochester
Tata Institute of Fundamental Research",2010ICTP Dirac Medal2007Padma Vibhushan2006Majorana Prize1985TWAS Prize1977 Bose Medal1976Padma Bhushan1970 C. V. Raman Award,A. P. J. Abdul Kalam,,No,No
Narinder Nath Vohra,2007,PadmaVibhushan,Haryana,Civil Service,https://en.wikipedia.org/wiki/Narinder_Nath_Vohra,"(1936-05-05)5 May 1936(age 85)
Punjab,India",(1936-05-05)5 May 1936(age 85),"Punjab,India",,n/a,n/a,,,"Panjab University
Queen Elizabeth House,University of Oxford",,Padma Vibhushan(2007),A. P. J. Abdul Kalam,RetiredIASofficer,No,No
Adarsh Sein Anand,2008,PadmaVibhushan,Uttar Pradesh,Public Affairs,https://en.wikipedia.org/wiki/Adarsh_Sein_Anand,(1936-11-01)1 November 1936,(1936-11-01)1 November 1936,n/a,"1 December 2017(2017-12-01)(aged 81)
Sector-14, Noida, Uttar Pradesh",1 December 2017(2017-12-01)(aged 81),"Sector-14, Noida, Uttar Pradesh",,,,,,Pratibha Patil,,No,No
Viswanathan Anand,2008,PadmaVibhushan,Tamil Nadu,Sports,https://en.wikipedia.org/wiki/Viswanathan_Anand,"Anand Viswanathan[1]
(1969-12-11)11 December 1969(age 51)
Chennai, Tamil Nadu, India",Anand Viswanathan[1],"(1969-12-11)11 December 1969(age 51)
Chennai, Tamil Nadu, India",,n/a,n/a,,,,,"Padma Vibhushan,Padma Bhushan(2001),Padma Shri",Pratibha Patil,,No,No
Asha Bhosle,2008,PadmaVibhushan,Maharashtra,Arts,https://en.wikipedia.org/wiki/Asha_Bhosle,"Asha Mangeshkar
(1933-09-08)8 September 1933(age 88)
Goar,Sangli,Sangli State,Bombay Presidency,British India(present-dayMaharashtra,India)",(1933-09-08)8 September 1933(age 88),n/a,,n/a,n/a,Indian,"Ganpatrao Bhosle
(m. 1949; sep. 1960; died 1966)
R. D. Burman​​(m.1980; died 1994)​",,,7Filmfare Award for Best Female Playback Singer2National Film Award for Best Female Playback Singer,Pratibha Patil,"Playback singer, vocalist",No,No
P. N. Dhar,2008,PadmaVibhushan,Delhi,Public Affairs,https://en.wikipedia.org/wiki/P._N._Dhar,"(1919-03-01)1 March 1919[1]
Jammu and Kashmir",(1919-03-01)1 March 1919[1],Jammu and Kashmir,"19 July 2012(2012-07-19)(aged 93)
New Delhi, India",19 July 2012(2012-07-19)(aged 93),"New Delhi, India",,Sheila Dhar,"Hindu College, University of Delhi",,,Pratibha Patil,,No,No
Edmund Hillary[vii]#,2008,PadmaVibhushan,—[F],Sports,https://en.wikipedia.org/wiki/Edmund_Hillary,"Edmund Percival Hillary
(1919-07-20)20 July 1919
Auckland, New Zealand",(1919-07-20)20 July 1919,n/a,"11 January 2008(2008-01-11)(aged 88)
Auckland, New Zealand",11 January 2008(2008-01-11)(aged 88),"Auckland, New Zealand",,Louise Mary Rose​​(m.1953; died 1975)​June Mulgrew​(m.1989)​,,,,Pratibha Patil,,No,Yes
Lakshmi Mittal,2008,PadmaVibhushan,—[C],Trade & Industry,https://en.wikipedia.org/wiki/Lakshmi_Mittal,"(1950-06-15)15 June 1950(age 71)[1][2]
Sadulpur,Rajasthan,India",(1950-06-15)15 June 1950(age 71)[1][2],"Sadulpur,Rajasthan,India",,n/a,n/a,Indian,Usha,,,Padma Vibhushan(2008)[5],Pratibha Patil,"Chairman & CEO of
Arcelor Mittal
Owner of Karrick Limited[3]
Co-owner of
Queens Park Rangers F.C.",No,No
Pranab Mukherjee,2008,PadmaVibhushan,Delhi,Public Affairs,https://en.wikipedia.org/wiki/Pranab_Mukherjee,"Pranab Kumar Mukherjee
(1935-12-11)11 December 1935
Mirati,Bengal Presidency,British India
(present-dayBirbhum district,West Bengal,India)",(1935-12-11)11 December 1935,n/a,"31 August 2020(2020-08-31)(aged 84)
New Delhi,India",31 August 2020(2020-08-31)(aged 84),"New Delhi,India",Indian,Suvra Mukherjee​​(m.1957; died2015)​,"University of Calcutta(B.A.,M.A.,LL.B.)",,"Bharat Ratna(2019)[1]
Padma Vibhushan(2008)",Pratibha Patil,,No,No
N. R. Narayana Murthy,2008,PadmaVibhushan,Karnataka,Trade & Industry,https://en.wikipedia.org/wiki/N._R._Narayana_Murthy,"Nagavara Ramarao Narayana Murthy
(1946-08-20)20 August 1946(age 75)[1]
Sidlaghatta,Kingdom of Mysore,British India(present-dayKarnataka,India)",(1946-08-20)20 August 1946(age 75)[1],n/a,,n/a,n/a,,Sudha Kulkarni,,,"Padma Vibhushan(2008)
Legion of Honour(2008)
Padma Shri(2000)",Pratibha Patil,"Chairman Emeritus,Infosys[2]",No,No
Prithvi Raj Singh Oberoi,2008,PadmaVibhushan,Delhi,Trade & Industry,https://en.wikipedia.org/wiki/Prithvi_Raj_Singh_Oberoi,India,n/a,n/a,,n/a,n/a,,,,,Padma Vibushanin 2008,Pratibha Patil,Chairman ofOberoi Group,No,No
Rajendra K. Pachauri,2008,PadmaVibhushan,Delhi,Science & Engineering,https://en.wikipedia.org/wiki/Rajendra_K._Pachauri,"Rajendra Kumar Pachauri
(1940-08-20)20 August 1940
Nainital,United Provinces,British India
(now inUttarakhand,India)",(1940-08-20)20 August 1940,n/a,"13 February 2020(2020-02-13)(aged 79)
New Delhi,India",13 February 2020(2020-02-13)(aged 79),"New Delhi,India",Indian,Saroj Pachauri,"La Martiniere College, Lucknow;North Carolina State University(MS1972,PhD1974)",,"Padma Vibhushan, Nobel Peace Prize (on behalf of IPCC)",Pratibha Patil,"Former Chairman,Intergovernmental Panel on Climate Change, Former Chairman and Director General,The Energy and Resources Institute(TERI)",No,No
E. Sreedharan,2008,PadmaVibhushan,Delhi,Science & Engineering,https://en.wikipedia.org/wiki/E._Sreedharan,"Elattuvalapil Sreedharan
(1932-06-12)12 June 1932(age 89)
Karukaputhur,Malabar District,Madras Presidency,British India(present-dayPalakkad District,Kerala,India)",(1932-06-12)12 June 1932(age 89),n/a,,n/a,n/a,,Radha Sreedharan,,,"Padma Shri(2001)Chevalier de la Légion d'honneur(2005)Padma Vibhushan(2008)Order of the Rising Sun, Gold and Silver star(2013)G-Files Award(2013)Several honorary doctorates.",Pratibha Patil,Civil engineer (retired),No,No
Ratan Tata,2008,PadmaVibhushan,Maharashtra,Trade & Industry,https://en.wikipedia.org/wiki/Ratan_Tata,"Ratan Naval Tata
(1937-12-28)28 December 1937(age 83)
Bombay,[1]Bombay Presidency,British India(present-dayMumbai,Maharashtra, India)",(1937-12-28)28 December 1937(age 83),n/a,,n/a,n/a,,,,,"Padma Vibhushan(2008)
Padma Bhushan(2000)",Pratibha Patil,Businessmanphilanthropistinvestor,No,No
Sachin Tendulkar,2008,PadmaVibhushan,Maharashtra,Sports,https://en.wikipedia.org/wiki/Sachin_Tendulkar,"(1973-04-24)24 April 1973(age 48)[1]
Bombay(now Mumbai),Maharashtra, India",(1973-04-24)24 April 1973(age 48)[1],"Bombay(now Mumbai),Maharashtra, India",,n/a,n/a,,,,,,Pratibha Patil,,No,No
Sunderlal Bahuguna,2009,PadmaVibhushan,Uttarakhand,Others,https://en.wikipedia.org/wiki/Sunderlal_Bahuguna,"(1927-01-09)9 January 1927[1]
Maroda,Tehri Garhwal, Uttarakhand, British India[2]",(1927-01-09)9 January 1927[1],"Maroda,Tehri Garhwal, Uttarakhand, British India[2]","21 May 2021(2021-05-21)(aged 94)[3]
Rishikesh, Uttarakhand, India[3]",21 May 2021(2021-05-21)(aged 94)[3],"Rishikesh, Uttarakhand, India[3]",,Vimla Bahuguna,,,,Pratibha Patil,ActivistGandhianenvironmentalist,Yes,No
Jasbir Singh Bajaj,2009,PadmaVibhushan,Punjab,Medicine,https://en.wikipedia.org/wiki/Jasbir_Singh_Bajaj,,n/a,n/a,,n/a,n/a,,,,,,Pratibha Patil,,Yes,No
D. P. Chattopadhyaya,2009,PadmaVibhushan,West Bengal,Literature & Education,https://en.wikipedia.org/wiki/D._P._Chattopadhyaya,,n/a,n/a,,n/a,n/a,,,,,,Pratibha Patil,,Yes,No
Ashok Sekhar Ganguly,2009,PadmaVibhushan,Maharashtra,Trade & Industry,https://en.wikipedia.org/wiki/Ashok_Sekhar_Ganguly,"(1935-07-28)28 July 1935(age 86)
Patna",(1935-07-28)28 July 1935(age 86),Patna,,n/a,n/a,,Shrimati Rooma Ganguly,,,,Pratibha Patil,,Yes,No
Sister Nirmala,2009,PadmaVibhushan,West Bengal,Social Work,https://en.wikipedia.org/wiki/Nirmala_Joshi,"(1934-07-23)23 July 1934
Ranchi,Bihar and Orissa Province,British Raj",(1934-07-23)23 July 1934,"Ranchi,Bihar and Orissa Province,British Raj","23 June 2015(2015-06-23)(aged 80)
Kolkata,West Bengal, India",23 June 2015(2015-06-23)(aged 80),"Kolkata,West Bengal, India",Indian,,,,,Pratibha Patil,,Yes,No
